Component Pins:
Owner   Type  Dir         Value  Name
    28  bit   OUT         FALSE  hm2_7i94.0.7i73.0.3.input-23
    28  bit   OUT         FALSE  hm2_7i94.0.7i73.0.3.input-23-not
    28  bit   IN          FALSE  hm2_7i94.0.7i73.0.3.output-00
    28  bit   IN          FALSE  hm2_7i94.0.7i73.0.3.output-01
    28  bit   IN          FALSE  hm2_7i94.0.7i73.0.3.output-02
    28  bit   IN          FALSE  hm2_7i94.0.7i73.0.3.output-03
    28  bit   IN          FALSE  hm2_7i94.0.7i73.0.3.output-04
    28  bit   IN          FALSE  hm2_7i94.0.7i73.0.3.output-05
    28  bit   IN          FALSE  hm2_7i94.0.7i73.0.3.output-06
    28  bit   IN          FALSE  hm2_7i94.0.7i73.0.3.output-07
    28  bit   IN          FALSE  hm2_7i94.0.7i73.0.3.output-08
    28  bit   IN          FALSE  hm2_7i94.0.7i73.0.3.output-09
    28  bit   IN          FALSE  hm2_7i94.0.7i73.0.3.output-10
    28  bit   IN          FALSE  hm2_7i94.0.7i73.0.3.output-11
    28  bit   IN          FALSE  hm2_7i94.0.7i73.0.3.output-12
    28  bit   IN          FALSE  hm2_7i94.0.7i73.0.3.output-13
    28  bit   IN          FALSE  hm2_7i94.0.7i73.0.3.output-14
    28  bit   IN          FALSE  hm2_7i94.0.7i73.0.3.output-15
    28  bit   IN          FALSE  hm2_7i94.0.7i73.0.3.output-16
    28  bit   IN          FALSE  hm2_7i94.0.7i73.0.3.output-17
    28  bit   IN          FALSE  hm2_7i94.0.7i73.0.3.output-18
    28  bit   IN          FALSE  hm2_7i94.0.7i73.0.3.output-19
    28  bit   IN          FALSE  hm2_7i94.0.7i73.0.3.output-20
    28  bit   IN          FALSE  hm2_7i94.0.7i73.0.3.output-21
    
    
    28  bit   IN          FALSE  hm2_7i94.0.7i83.0.0.analogena0
    28  bit   IN          FALSE  hm2_7i94.0.7i83.0.0.analogena1
    28  bit   IN          FALSE  hm2_7i94.0.7i83.0.0.analogena2
    28  bit   IN          FALSE  hm2_7i94.0.7i83.0.0.analogena3
    28  bit   IN          FALSE  hm2_7i94.0.7i83.0.0.analogena4
    28  bit   IN          FALSE  hm2_7i94.0.7i83.0.0.analogena5
    28  float IN              0  hm2_7i94.0.7i83.0.0.analogout0
    28  float IN              0  hm2_7i94.0.7i83.0.0.analogout1
    28  float IN              0  hm2_7i94.0.7i83.0.0.analogout2
    28  float IN              0  hm2_7i94.0.7i83.0.0.analogout3
    28  float IN              0  hm2_7i94.0.7i83.0.0.analogout4
    28  float IN              0  hm2_7i94.0.7i83.0.0.analogout5
    28  float OUT             0  hm2_7i94.0.7i83.0.0.fieldvoltage
    
    
    28  bit   IN          FALSE  hm2_7i94.0.7i83.0.1.analogena0
    28  bit   IN          FALSE  hm2_7i94.0.7i83.0.1.analogena1
    28  bit   IN          FALSE  hm2_7i94.0.7i83.0.1.analogena2
    28  bit   IN          FALSE  hm2_7i94.0.7i83.0.1.analogena3
    28  bit   IN          FALSE  hm2_7i94.0.7i83.0.1.analogena4
    28  bit   IN          FALSE  hm2_7i94.0.7i83.0.1.analogena5
    28  float IN              0  hm2_7i94.0.7i83.0.1.analogout0
    28  float IN              0  hm2_7i94.0.7i83.0.1.analogout1
    28  float IN              0  hm2_7i94.0.7i83.0.1.analogout2
    28  float IN              0  hm2_7i94.0.7i83.0.1.analogout3
    28  float IN              0  hm2_7i94.0.7i83.0.1.analogout4
    28  float IN              0  hm2_7i94.0.7i83.0.1.analogout5
    28  float OUT             0  hm2_7i94.0.7i83.0.1.fieldvoltage
    
    
    28  s32   OUT             0  hm2_7i94.0.7i90.0.2.enc0.count
    28  bit   I/O         FALSE  hm2_7i94.0.7i90.0.2.enc0.index-enable
    28  float OUT             0  hm2_7i94.0.7i90.0.2.enc0.position
    28  s32   OUT             0  hm2_7i94.0.7i90.0.2.enc0.rawcounts
    28  bit   I/O         FALSE  hm2_7i94.0.7i90.0.2.enc0.reset
    28  s32   OUT             0  hm2_7i94.0.7i90.0.2.enc1.count
    28  bit   I/O         FALSE  hm2_7i94.0.7i90.0.2.enc1.index-enable
    28  float OUT             0  hm2_7i94.0.7i90.0.2.enc1.position
    28  s32   OUT             0  hm2_7i94.0.7i90.0.2.enc1.rawcounts
    28  bit   I/O         FALSE  hm2_7i94.0.7i90.0.2.enc1.reset
    28  s32   OUT             0  hm2_7i94.0.7i90.0.2.enc2.count
    28  bit   I/O         FALSE  hm2_7i94.0.7i90.0.2.enc2.index-enable
    28  float OUT             0  hm2_7i94.0.7i90.0.2.enc2.position
    28  s32   OUT             0  hm2_7i94.0.7i90.0.2.enc2.rawcounts
    28  bit   I/O         FALSE  hm2_7i94.0.7i90.0.2.enc2.reset
    28  bit   OUT         FALSE  hm2_7i94.0.7i90.0.2.p1-in-00
    28  bit   OUT         FALSE  hm2_7i94.0.7i90.0.2.p1-in-00-not
    28  bit   OUT         FALSE  hm2_7i94.0.7i90.0.2.p1-in-01
    28  bit   OUT         FALSE  hm2_7i94.0.7i90.0.2.p1-in-01-not
    28  bit   OUT         FALSE  hm2_7i94.0.7i90.0.2.p1-in-02
    28  bit   OUT         FALSE  hm2_7i94.0.7i90.0.2.p1-in-02-not
    28  bit   OUT         FALSE  hm2_7i94.0.7i90.0.2.p1-in-03
    28  bit   OUT         FALSE  hm2_7i94.0.7i90.0.2.p1-in-03-not
    28  bit   OUT         FALSE  hm2_7i94.0.7i90.0.2.p1-in-04
    28  bit   OUT         FALSE  hm2_7i94.0.7i90.0.2.p1-in-04-not
    28  bit   OUT         FALSE  hm2_7i94.0.7i90.0.2.p1-in-05
    28  bit   OUT         FALSE  hm2_7i94.0.7i90.0.2.p1-in-05-not
    28  bit   OUT         FALSE  hm2_7i94.0.7i90.0.2.p1-in-06
    28  bit   OUT         FALSE  hm2_7i94.0.7i90.0.2.p1-in-06-not
    28  bit   OUT         FALSE  hm2_7i94.0.7i90.0.2.p1-in-07
    28  bit   OUT         FALSE  hm2_7i94.0.7i90.0.2.p1-in-07-not
    28  bit   OUT         FALSE  hm2_7i94.0.7i90.0.2.p1-in-08
    28  bit   OUT         FALSE  hm2_7i94.0.7i90.0.2.p1-in-08-not
    28  bit   OUT         FALSE  hm2_7i94.0.7i90.0.2.p1-in-09
    28  bit   OUT         FALSE  hm2_7i94.0.7i90.0.2.p1-in-09-not
    28  bit   OUT         FALSE  hm2_7i94.0.7i90.0.2.p1-in-10
    28  bit   OUT         FALSE  hm2_7i94.0.7i90.0.2.p1-in-10-not
    28  bit   OUT         FALSE  hm2_7i94.0.7i90.0.2.p1-in-11
    28  bit   OUT         FALSE  hm2_7i94.0.7i90.0.2.p1-in-11-not
    28  bit   OUT         FALSE  hm2_7i94.0.7i90.0.2.p1-in-12
    28  bit   OUT         FALSE  hm2_7i94.0.7i90.0.2.p1-in-12-not
    28  bit   OUT         FALSE  hm2_7i94.0.7i90.0.2.p1-in-13
    28  bit   OUT         FALSE  hm2_7i94.0.7i90.0.2.p1-in-13-not
    28  bit   OUT         FALSE  hm2_7i94.0.7i90.0.2.p1-in-14
    28  bit   OUT         FALSE  hm2_7i94.0.7i90.0.2.p1-in-14-not
    28  bit   OUT         FALSE  hm2_7i94.0.7i90.0.2.p1-in-15
    28  bit   OUT         FALSE  hm2_7i94.0.7i90.0.2.p1-in-15-not
    28  bit   OUT         FALSE  hm2_7i94.0.7i90.0.2.p1-in-16
    28  bit   OUT         FALSE  hm2_7i94.0.7i90.0.2.p1-in-16-not
    28  bit   OUT         FALSE  hm2_7i94.0.7i90.0.2.p1-in-17
    28  bit   OUT         FALSE  hm2_7i94.0.7i90.0.2.p1-in-17-not
    28  bit   OUT         FALSE  hm2_7i94.0.7i90.0.2.p1-in-18
    28  bit   OUT         FALSE  hm2_7i94.0.7i90.0.2.p1-in-18-not
    28  bit   OUT         FALSE  hm2_7i94.0.7i90.0.2.p1-in-19
    28  bit   OUT         FALSE  hm2_7i94.0.7i90.0.2.p1-in-19-not
    28  bit   OUT         FALSE  hm2_7i94.0.7i90.0.2.p1-in-20
    28  bit   OUT         FALSE  hm2_7i94.0.7i90.0.2.p1-in-20-not
    28  bit   OUT         FALSE  hm2_7i94.0.7i90.0.2.p1-in-21
    28  bit   OUT         FALSE  hm2_7i94.0.7i90.0.2.p1-in-21-not
    28  bit   OUT         FALSE  hm2_7i94.0.7i90.0.2.p1-in-22
    28  bit   OUT         FALSE  hm2_7i94.0.7i90.0.2.p1-in-22-not
    28  bit   OUT         FALSE  hm2_7i94.0.7i90.0.2.p1-in-23
    28  bit   OUT         FALSE  hm2_7i94.0.7i90.0.2.p1-in-23-not
    28  bit   IN          FALSE  hm2_7i94.0.7i90.0.2.p1-out-00
    28  bit   IN          FALSE  hm2_7i94.0.7i90.0.2.p1-out-01
    28  bit   IN          FALSE  hm2_7i94.0.7i90.0.2.p1-out-02
    28  bit   IN          FALSE  hm2_7i94.0.7i90.0.2.p1-out-03
    28  bit   IN          FALSE  hm2_7i94.0.7i90.0.2.p1-out-04
    28  bit   IN          FALSE  hm2_7i94.0.7i90.0.2.p1-out-05
    28  bit   IN          FALSE  hm2_7i94.0.7i90.0.2.p1-out-06
    28  bit   IN          FALSE  hm2_7i94.0.7i90.0.2.p1-out-07
    28  bit   IN          FALSE  hm2_7i94.0.7i90.0.2.p1-out-08
    28  bit   IN          FALSE  hm2_7i94.0.7i90.0.2.p1-out-09
    28  bit   IN          FALSE  hm2_7i94.0.7i90.0.2.p1-out-10
    28  bit   IN          FALSE  hm2_7i94.0.7i90.0.2.p1-out-11
    28  bit   IN          FALSE  hm2_7i94.0.7i90.0.2.p1-out-12
    28  bit   IN          FALSE  hm2_7i94.0.7i90.0.2.p1-out-13
    28  bit   IN          FALSE  hm2_7i94.0.7i90.0.2.p1-out-14
    28  bit   IN          FALSE  hm2_7i94.0.7i90.0.2.p1-out-15
    28  bit   IN          FALSE  hm2_7i94.0.7i90.0.2.p1-out-16
    28  bit   IN          FALSE  hm2_7i94.0.7i90.0.2.p1-out-17
    28  bit   IN          FALSE  hm2_7i94.0.7i90.0.2.p1-out-18
    28  bit   IN          FALSE  hm2_7i94.0.7i90.0.2.p1-out-19
    28  bit   IN          FALSE  hm2_7i94.0.7i90.0.2.p1-out-20
    28  bit   IN          FALSE  hm2_7i94.0.7i90.0.2.p1-out-21
    28  bit   IN          FALSE  hm2_7i94.0.7i90.0.2.p1-out-22
    28  bit   IN          FALSE  hm2_7i94.0.7i90.0.2.p1-out-23
    28  bit   OUT         FALSE  hm2_7i94.0.7i90.0.2.p2-in-00
    28  bit   OUT         FALSE  hm2_7i94.0.7i90.0.2.p2-in-00-not
    28  bit   OUT         FALSE  hm2_7i94.0.7i90.0.2.p2-in-01
    28  bit   OUT         FALSE  hm2_7i94.0.7i90.0.2.p2-in-01-not
    28  bit   OUT         FALSE  hm2_7i94.0.7i90.0.2.p2-in-02
    28  bit   OUT         FALSE  hm2_7i94.0.7i90.0.2.p2-in-02-not
    28  bit   OUT         FALSE  hm2_7i94.0.7i90.0.2.p2-in-03
    28  bit   OUT         FALSE  hm2_7i94.0.7i90.0.2.p2-in-03-not
    28  bit   OUT         FALSE  hm2_7i94.0.7i90.0.2.p2-in-04
    28  bit   OUT         FALSE  hm2_7i94.0.7i90.0.2.p2-in-04-not
    28  bit   OUT         FALSE  hm2_7i94.0.7i90.0.2.p2-in-05
    28  bit   OUT         FALSE  hm2_7i94.0.7i90.0.2.p2-in-05-not
    28  bit   OUT         FALSE  hm2_7i94.0.7i90.0.2.p2-in-06
    28  bit   OUT         FALSE  hm2_7i94.0.7i90.0.2.p2-in-06-not
    28  bit   OUT         FALSE  hm2_7i94.0.7i90.0.2.p2-in-07
    28  bit   OUT         FALSE  hm2_7i94.0.7i90.0.2.p2-in-07-not
    28  bit   OUT         FALSE  hm2_7i94.0.7i90.0.2.p2-in-08
    28  bit   OUT         FALSE  hm2_7i94.0.7i90.0.2.p2-in-08-not
    28  bit   OUT         FALSE  hm2_7i94.0.7i90.0.2.p2-in-09
    28  bit   OUT         FALSE  hm2_7i94.0.7i90.0.2.p2-in-09-not
    28  bit   OUT         FALSE  hm2_7i94.0.7i90.0.2.p2-in-10
    28  bit   OUT         FALSE  hm2_7i94.0.7i90.0.2.p2-in-10-not
    28  bit   OUT         FALSE  hm2_7i94.0.7i90.0.2.p2-in-11
    28  bit   OUT         FALSE  hm2_7i94.0.7i90.0.2.p2-in-11-not
    28  bit   OUT         FALSE  hm2_7i94.0.7i90.0.2.p2-in-12
    28  bit   OUT         FALSE  hm2_7i94.0.7i90.0.2.p2-in-12-not
    28  bit   OUT         FALSE  hm2_7i94.0.7i90.0.2.p2-in-13
    28  bit   OUT         FALSE  hm2_7i94.0.7i90.0.2.p2-in-13-not
    28  bit   OUT         FALSE  hm2_7i94.0.7i90.0.2.p2-in-14
    28  bit   OUT         FALSE  hm2_7i94.0.7i90.0.2.p2-in-14-not
    28  bit   OUT         FALSE  hm2_7i94.0.7i90.0.2.p2-in-15
    28  bit   OUT         FALSE  hm2_7i94.0.7i90.0.2.p2-in-15-not
    28  bit   OUT         FALSE  hm2_7i94.0.7i90.0.2.p2-in-16
    28  bit   OUT         FALSE  hm2_7i94.0.7i90.0.2.p2-in-16-not
    28  bit   OUT         FALSE  hm2_7i94.0.7i90.0.2.p2-in-17
    28  bit   OUT         FALSE  hm2_7i94.0.7i90.0.2.p2-in-17-not
    28  bit   OUT         FALSE  hm2_7i94.0.7i90.0.2.p2-in-18
    28  bit   OUT         FALSE  hm2_7i94.0.7i90.0.2.p2-in-18-not
    28  bit   OUT         FALSE  hm2_7i94.0.7i90.0.2.p2-in-19
    28  bit   OUT         FALSE  hm2_7i94.0.7i90.0.2.p2-in-19-not
    28  bit   OUT         FALSE  hm2_7i94.0.7i90.0.2.p2-in-20
    28  bit   OUT         FALSE  hm2_7i94.0.7i90.0.2.p2-in-20-not
    28  bit   OUT         FALSE  hm2_7i94.0.7i90.0.2.p2-in-21
    28  bit   OUT         FALSE  hm2_7i94.0.7i90.0.2.p2-in-21-not
    28  bit   OUT         FALSE  hm2_7i94.0.7i90.0.2.p2-in-22
    28  bit   OUT         FALSE  hm2_7i94.0.7i90.0.2.p2-in-22-not
    28  bit   OUT         FALSE  hm2_7i94.0.7i90.0.2.p2-in-23
    28  bit   OUT         FALSE  hm2_7i94.0.7i90.0.2.p2-in-23-not
    28  bit   IN          FALSE  hm2_7i94.0.7i90.0.2.p2-out-00
    28  bit   IN          FALSE  hm2_7i94.0.7i90.0.2.p2-out-01
    28  bit   IN          FALSE  hm2_7i94.0.7i90.0.2.p2-out-02
    28  bit   IN          FALSE  hm2_7i94.0.7i90.0.2.p2-out-03
    28  bit   IN          FALSE  hm2_7i94.0.7i90.0.2.p2-out-04
    28  bit   IN          FALSE  hm2_7i94.0.7i90.0.2.p2-out-05
    28  bit   IN          FALSE  hm2_7i94.0.7i90.0.2.p2-out-06
    28  bit   IN          FALSE  hm2_7i94.0.7i90.0.2.p2-out-07
    28  bit   IN          FALSE  hm2_7i94.0.7i90.0.2.p2-out-08
    28  bit   IN          FALSE  hm2_7i94.0.7i90.0.2.p2-out-09
    28  bit   IN          FALSE  hm2_7i94.0.7i90.0.2.p2-out-10
    28  bit   IN          FALSE  hm2_7i94.0.7i90.0.2.p2-out-11
    28  bit   IN          FALSE  hm2_7i94.0.7i90.0.2.p2-out-12
    28  bit   IN          FALSE  hm2_7i94.0.7i90.0.2.p2-out-13
    28  bit   IN          FALSE  hm2_7i94.0.7i90.0.2.p2-out-14
    28  bit   IN          FALSE  hm2_7i94.0.7i90.0.2.p2-out-15
    28  bit   IN          FALSE  hm2_7i94.0.7i90.0.2.p2-out-16
    28  bit   IN          FALSE  hm2_7i94.0.7i90.0.2.p2-out-17
    28  bit   IN          FALSE  hm2_7i94.0.7i90.0.2.p2-out-18
    28  bit   IN          FALSE  hm2_7i94.0.7i90.0.2.p2-out-19
    28  bit   IN          FALSE  hm2_7i94.0.7i90.0.2.p2-out-20
    28  bit   IN          FALSE  hm2_7i94.0.7i90.0.2.p2-out-21
    28  bit   IN          FALSE  hm2_7i94.0.7i90.0.2.p2-out-22
    28  bit   IN          FALSE  hm2_7i94.0.7i90.0.2.p2-out-23
    28  bit   OUT         FALSE  hm2_7i94.0.7i90.0.2.p3-in-00
    28  bit   OUT         FALSE  hm2_7i94.0.7i90.0.2.p3-in-00-not
    28  bit   OUT         FALSE  hm2_7i94.0.7i90.0.2.p3-in-01
    28  bit   OUT         FALSE  hm2_7i94.0.7i90.0.2.p3-in-01-not
    28  bit   OUT         FALSE  hm2_7i94.0.7i90.0.2.p3-in-02
    28  bit   OUT         FALSE  hm2_7i94.0.7i90.0.2.p3-in-02-not
    28  bit   OUT         FALSE  hm2_7i94.0.7i90.0.2.p3-in-03
    28  bit   OUT         FALSE  hm2_7i94.0.7i90.0.2.p3-in-03-not
    28  bit   OUT         FALSE  hm2_7i94.0.7i90.0.2.p3-in-04
    28  bit   OUT         FALSE  hm2_7i94.0.7i90.0.2.p3-in-04-not
    28  bit   OUT         FALSE  hm2_7i94.0.7i90.0.2.p3-in-05
    28  bit   OUT         FALSE  hm2_7i94.0.7i90.0.2.p3-in-05-not
    28  bit   OUT         FALSE  hm2_7i94.0.7i90.0.2.p3-in-06
    28  bit   OUT         FALSE  hm2_7i94.0.7i90.0.2.p3-in-06-not
    28  bit   OUT         FALSE  hm2_7i94.0.7i90.0.2.p3-in-07
    28  bit   OUT         FALSE  hm2_7i94.0.7i90.0.2.p3-in-07-not
    28  bit   OUT         FALSE  hm2_7i94.0.7i90.0.2.p3-in-08
    28  bit   OUT         FALSE  hm2_7i94.0.7i90.0.2.p3-in-08-not
    28  bit   OUT         FALSE  hm2_7i94.0.7i90.0.2.p3-in-09
    28  bit   OUT         FALSE  hm2_7i94.0.7i90.0.2.p3-in-09-not
    28  bit   OUT         FALSE  hm2_7i94.0.7i90.0.2.p3-in-10
    28  bit   OUT         FALSE  hm2_7i94.0.7i90.0.2.p3-in-10-not
    28  bit   OUT         FALSE  hm2_7i94.0.7i90.0.2.p3-in-11
    28  bit   OUT         FALSE  hm2_7i94.0.7i90.0.2.p3-in-11-not
    28  bit   OUT         FALSE  hm2_7i94.0.7i90.0.2.p3-in-12
    28  bit   OUT         FALSE  hm2_7i94.0.7i90.0.2.p3-in-12-not
    28  bit   OUT         FALSE  hm2_7i94.0.7i90.0.2.p3-in-13
    28  bit   OUT         FALSE  hm2_7i94.0.7i90.0.2.p3-in-13-not
    28  bit   OUT         FALSE  hm2_7i94.0.7i90.0.2.p3-in-14
    28  bit   OUT         FALSE  hm2_7i94.0.7i90.0.2.p3-in-14-not
    28  bit   OUT         FALSE  hm2_7i94.0.7i90.0.2.p3-in-15
    28  bit   OUT         FALSE  hm2_7i94.0.7i90.0.2.p3-in-15-not
    28  bit   OUT         FALSE  hm2_7i94.0.7i90.0.2.p3-in-16
    28  bit   OUT         FALSE  hm2_7i94.0.7i90.0.2.p3-in-16-not
    28  bit   OUT         FALSE  hm2_7i94.0.7i90.0.2.p3-in-17
    28  bit   OUT         FALSE  hm2_7i94.0.7i90.0.2.p3-in-17-not
    28  bit   OUT         FALSE  hm2_7i94.0.7i90.0.2.p3-in-18
    28  bit   OUT         FALSE  hm2_7i94.0.7i90.0.2.p3-in-18-not
    28  bit   OUT         FALSE  hm2_7i94.0.7i90.0.2.p3-in-19
    28  bit   OUT         FALSE  hm2_7i94.0.7i90.0.2.p3-in-19-not
    28  bit   OUT         FALSE  hm2_7i94.0.7i90.0.2.p3-in-20
    28  bit   OUT         FALSE  hm2_7i94.0.7i90.0.2.p3-in-20-not
    28  bit   OUT         FALSE  hm2_7i94.0.7i90.0.2.p3-in-21
    28  bit   OUT         FALSE  hm2_7i94.0.7i90.0.2.p3-in-21-not
    28  bit   OUT         FALSE  hm2_7i94.0.7i90.0.2.p3-in-22
    28  bit   OUT         FALSE  hm2_7i94.0.7i90.0.2.p3-in-22-not
    28  bit   OUT         FALSE  hm2_7i94.0.7i90.0.2.p3-in-23
    28  bit   OUT         FALSE  hm2_7i94.0.7i90.0.2.p3-in-23-not
    28  bit   IN          FALSE  hm2_7i94.0.7i90.0.2.p3-out-00
    28  bit   IN          FALSE  hm2_7i94.0.7i90.0.2.p3-out-01
    28  bit   IN          FALSE  hm2_7i94.0.7i90.0.2.p3-out-02
    28  bit   IN          FALSE  hm2_7i94.0.7i90.0.2.p3-out-03
    28  bit   IN          FALSE  hm2_7i94.0.7i90.0.2.p3-out-04
    28  bit   IN          FALSE  hm2_7i94.0.7i90.0.2.p3-out-05
    28  bit   IN          FALSE  hm2_7i94.0.7i90.0.2.p3-out-06
    28  bit   IN          FALSE  hm2_7i94.0.7i90.0.2.p3-out-07
    28  bit   IN          FALSE  hm2_7i94.0.7i90.0.2.p3-out-08
    28  bit   IN          FALSE  hm2_7i94.0.7i90.0.2.p3-out-09
    28  bit   IN          FALSE  hm2_7i94.0.7i90.0.2.p3-out-10
    28  bit   IN          FALSE  hm2_7i94.0.7i90.0.2.p3-out-11
    28  bit   IN          FALSE  hm2_7i94.0.7i90.0.2.p3-out-12
    28  bit   IN          FALSE  hm2_7i94.0.7i90.0.2.p3-out-13
    28  bit   IN          FALSE  hm2_7i94.0.7i90.0.2.p3-out-14
    28  bit   IN          FALSE  hm2_7i94.0.7i90.0.2.p3-out-15
    28  bit   IN          FALSE  hm2_7i94.0.7i90.0.2.p3-out-16
    28  bit   IN          FALSE  hm2_7i94.0.7i90.0.2.p3-out-17
    28  bit   IN          FALSE  hm2_7i94.0.7i90.0.2.p3-out-18
    28  bit   IN          FALSE  hm2_7i94.0.7i90.0.2.p3-out-19
    28  bit   IN          FALSE  hm2_7i94.0.7i90.0.2.p3-out-20
    28  bit   IN          FALSE  hm2_7i94.0.7i90.0.2.p3-out-21
    28  bit   IN          FALSE  hm2_7i94.0.7i90.0.2.p3-out-22
    28  bit   IN          FALSE  hm2_7i94.0.7i90.0.2.p3-out-23
    
    
    28  float IN            100  hm2_7i94.0.dpll.01.timer-us
    28  float IN            100  hm2_7i94.0.dpll.02.timer-us
    28  float IN            100  hm2_7i94.0.dpll.03.timer-us
    28  float IN            100  hm2_7i94.0.dpll.04.timer-us
    28  float IN             -1  hm2_7i94.0.dpll.base-freq-khz
    28  u32   OUT    0x00000000  hm2_7i94.0.dpll.ddsize
    28  float OUT             0  hm2_7i94.0.dpll.phase-error-us
    28  u32   IN     0x00400000  hm2_7i94.0.dpll.plimit
    28  u32   OUT    0x00000001  hm2_7i94.0.dpll.prescale
    28  u32   IN     0x000007D0  hm2_7i94.0.dpll.time-const
    
    
